,acq_date,fires,frp,scan,brightness,max_t_syd,max_t_bne
1232.0,2004-03-17,63.0,13190.6,77.0,373.66031746031746,26.3,30.2
1233.0,2004-03-18,24.0,4433.7,40.8,344.0625,26.3,29.9
1234.0,2004-03-19,35.0,4198.6,41.3,364.1685714285714,27.5,28.3
1235.0,2004-03-20,5.0,477.8,5.3,355.32,28.8,28.3
1236.0,2004-03-21,31.0,6017.0,34.1,377.2741935483871,23.1,28.8
1237.0,2004-03-22,44.0,10683.4,69.7,367.7204545454546,24.0,25.8
1238.0,2004-03-23,15.0,3896.0,30.9,358.04,23.0,25.7
1239.0,2004-03-24,40.0,6617.3,53.6,364.8375,26.0,26.8
1240.0,2004-03-25,20.0,7591.7,39.8,355.685,27.5,27.8
1241.0,2004-03-26,42.0,7715.2,64.0,363.81190476190477,30.4,28.2
1242.0,2004-03-27,41.0,6880.3,69.1,347.0682926829268,25.3,28.3
1243.0,2004-03-28,9.0,594.8000000000001,12.3,338.56666666666666,25.5,27.1
1244.0,2004-03-29,31.0,10299.699999999999,55.7,363.8032258064516,27.0,28.1
1245.0,2004-03-30,23.0,5213.4,31.5,375.66521739130434,27.6,28.7
1246.0,2004-03-31,10.0,1844.0,16.7,356.92,27.1,29.8
1247.0,2004-04-01,44.0,5349.1,62.3,345.1227272727273,30.4,30.3
1248.0,2004-04-02,79.0,15262.2,94.0,373.4860759493671,25.4,29.4
1249.0,2004-04-03,25.0,5035.0,43.8,353.584,26.4,29.2
1250.0,2004-04-04,16.0,992.7,17.7,345.18125,21.4,28.0
1251.0,2004-04-05,63.0,10550.8,94.8,359.4666666666667,21.0,26.8
1252.0,2004-04-06,28.0,4465.099999999999,43.6,355.4714285714286,24.2,27.7
1253.0,2004-04-07,90.0,18796.0,133.0,368.88222222222225,21.7,26.9
1254.0,2004-04-08,50.0,12504.6,85.7,359.236,22.9,27.2
1255.0,2004-04-09,23.0,2907.2999999999997,26.6,362.7217391304348,24.4,27.1
1256.0,2004-04-10,14.0,6202.7,26.3,367.3285714285715,25.2,27.0
1257.0,2004-04-11,12.0,2151.7,19.5,361.4083333333333,24.1,27.0
1258.0,2004-04-12,19.0,2495.4,27.0,349.90526315789475,23.8,28.8
1259.0,2004-04-13,61.0,6839.7,70.9,360.3295081967213,23.5,29.1
1260.0,2004-04-14,47.0,6242.7,70.3,354.8659574468085,23.8,28.2
1261.0,2004-04-15,19.0,3591.4,33.6,356.7473684210526,26.0,27.9
1262.0,2004-04-16,64.0,9431.7,85.9,357.5734375,25.6,28.3
1263.0,2004-04-17,46.0,4860.6,50.0,365.4760869565218,30.1,25.7
1264.0,2004-04-18,22.0,2847.5,29.1,359.28181818181815,22.7,30.1
1265.0,2004-04-19,54.0,11178.7,98.0,355.287037037037,23.4,27.3
1266.0,2004-04-20,65.0,8515.6,82.8,356.32307692307694,24.7,27.3
1267.0,2004-04-21,72.0,19777.0,135.2,363.40416666666664,26.2,28.3
1268.0,2004-04-22,39.0,6625.400000000001,50.9,361.93589743589746,24.8,27.6
1269.0,2004-04-23,54.0,5601.6,67.1,356.7907407407408,27.6,28.1
1270.0,2004-04-24,21.0,3967.2,38.2,347.5,23.2,29.2
1271.0,2004-04-25,29.0,4241.9,38.8,359.7137931034483,24.0,28.8
1272.0,2004-04-26,33.0,6103.7,50.1,359.1575757575758,23.0,26.1
1273.0,2004-04-27,69.0,9289.0,84.5,359.66086956521735,21.4,26.7
1274.0,2004-04-28,86.0,20105.5,164.5,357.1011627906977,21.5,23.7
1275.0,2004-04-29,50.0,4096.7,60.9,344.81199999999995,20.7,21.5
1276.0,2004-04-30,77.0,8046.7,94.5,358.21688311688314,23.6,23.4
1277.0,2004-05-01,48.0,5415.5,73.7,345.2270833333334,21.7,26.2
1278.0,2004-05-02,69.0,10876.300000000001,87.8,366.2405797101449,19.7,26.4
1279.0,2004-05-03,31.0,5448.9,50.0,354.7096774193548,23.0,24.0
1280.0,2004-05-04,204.0,49611.9,305.7,368.36911764705883,26.3,26.9
1281.0,2004-05-05,51.0,8625.5,82.5,355.50588235294117,23.0,27.5
1282.0,2004-05-06,123.0,18051.0,157.7,361.3674796747967,22.4,25.4
1283.0,2004-05-07,58.0,12275.5,89.1,367.37068965517244,22.5,25.2
1284.0,2004-05-08,32.0,4359.2,38.5,363.621875,23.9,18.7
1285.0,2004-05-09,29.0,3261.8,36.8,356.8206896551724,19.7,25.0
1286.0,2004-05-10,39.0,6906.5,61.2,354.0794871794872,17.5,25.1
1287.0,2004-05-11,104.0,15280.3,125.3,364.2125,21.4,24.5
1288.0,2004-05-12,29.0,7976.9,63.2,351.3206896551724,19.3,23.8
1289.0,2004-05-13,62.0,7636.2,72.2,362.56612903225806,22.2,25.4
1290.0,2004-05-14,41.0,12010.3,78.2,364.66585365853655,22.0,26.3
1291.0,2004-05-15,15.0,2525.8,20.8,367.6,22.7,26.8
1292.0,2004-05-16,35.0,3940.1,44.3,360.4057142857143,23.8,27.4
1293.0,2004-05-17,67.0,15888.7,105.3,363.80746268656713,22.7,26.4
1294.0,2004-05-18,14.0,1707.3,18.5,357.0357142857143,19.0,25.5
1295.0,2004-05-19,14.0,1112.5,19.6,341.47142857142853,21.3,24.4
1296.0,2004-05-20,33.0,4256.4,43.4,357.3909090909091,22.9,24.8
1297.0,2004-05-21,38.0,10836.3,78.3,354.60263157894735,23.4,26.6
1298.0,2004-05-22,76.0,11086.1,82.5,368.3618421052632,22.1,24.2
1299.0,2004-05-23,1.0,34.8,1.1,329.7,21.7,24.7
1300.0,2004-05-24,7.0,625.8,9.2,352.65714285714284,20.5,25.4
1301.0,2004-05-25,17.0,1852.6,21.4,356.3529411764706,23.5,23.2
1302.0,2004-05-26,3.0,307.3,4.4,339.26666666666665,18.5,26.0
1303.0,2004-05-27,8.0,547.8,9.2,343.025,16.8,22.1
1304.0,2004-05-28,8.0,884.5,8.9,354.6875,17.7,21.4
1305.0,2004-05-29,22.0,3330.3,24.400000000000002,369.72272727272724,18.7,22.1
1306.0,2004-05-30,7.0,1052.8999999999999,11.100000000000001,349.24285714285713,19.5,21.6
1307.0,2004-05-31,98.0,14929.8,117.8,363.85408163265305,21.4,23.5
1308.0,2004-06-01,18.0,4225.7,35.3,360.3888888888889,23.5,24.9
1310.0,2004-06-03,1.0,48.5,1.2,334.2,22.1,27.7
1311.0,2004-06-04,6.0,919.5,11.1,347.9166666666667,20.3,26.3
1312.0,2004-06-05,13.0,1753.2,19.0,357.9307692307693,18.9,22.4
1313.0,2004-06-06,12.0,1611.5,19.9,346.15000000000003,19.4,22.8
1314.0,2004-06-07,23.0,3861.5,27.7,365.99130434782603,20.3,20.8
1315.0,2004-06-08,39.0,4930.599999999999,53.2,355.46923076923076,22.4,23.6
1316.0,2004-06-09,22.0,1765.6,25.4,350.1227272727273,21.1,24.0
1317.0,2004-06-10,53.0,5004.8,55.800000000000004,361.75471698113205,19.4,23.6
1318.0,2004-06-11,20.0,2306.4,30.2,347.92999999999995,17.4,24.3
1319.0,2004-06-12,48.0,8904.4,74.5,361.65625,17.8,22.3
1320.0,2004-06-13,21.0,2698.3,27.3,359.33809523809526,22.4,24.2
1321.0,2004-06-14,23.0,3984.2,40.0,349.2,24.8,24.7
1322.0,2004-06-15,58.0,7628.0,77.7,357.89827586206894,19.1,26.8
1323.0,2004-06-16,23.0,3783.4,37.1,357.51304347826084,18.8,22.5
1324.0,2004-06-17,77.0,9360.7,91.2,362.77532467532467,16.6,21.3
1325.0,2004-06-18,22.0,3728.8,36.4,355.4909090909091,18.0,20.6
1326.0,2004-06-19,35.0,4131.3,49.7,353.86,17.6,22.8
1327.0,2004-06-20,29.0,3623.7,41.2,354.38965517241377,15.4,18.9
1328.0,2004-06-21,43.0,5737.6,51.9,362.6720930232558,20.3,19.6
1329.0,2004-06-22,31.0,4023.6,43.0,354.19354838709677,19.1,22.2
1330.0,2004-06-23,43.0,6142.5,64.4,351.85581395348834,21.8,23.4
1331.0,2004-06-24,29.0,2841.5,31.3,361.1655172413793,18.6,24.8
1332.0,2004-06-25,26.0,1837.0,29.5,344.70000000000005,20.0,24.8
1333.0,2004-06-26,97.0,12941.0,121.1,362.8855670103093,17.0,21.9
1334.0,2004-06-27,28.0,5999.5,56.1,355.4535714285715,19.4,21.7
1335.0,2004-06-28,30.0,3568.4,38.300000000000004,357.7366666666667,22.1,23.2
1336.0,2004-06-29,25.0,3044.5,35.2,351.42800000000005,21.5,24.6
1337.0,2004-06-30,40.0,5848.900000000001,75.5,346.9575,22.3,23.5
1338.0,2004-07-01,42.0,5383.3,52.1,357.62857142857143,19.9,24.6
1339.0,2004-07-02,26.0,4177.4,38.7,359.5730769230769,20.8,24.8
1340.0,2004-07-03,24.0,2161.3,27.6,355.7833333333333,18.6,23.6
1341.0,2004-07-04,35.0,6151.5,48.2,369.5228571428571,24.1,26.1
1342.0,2004-07-05,39.0,7230.4,64.5,355.3948717948718,20.1,28.2
1343.0,2004-07-06,24.0,4837.0,40.3,361.8416666666667,17.2,23.2
1344.0,2004-07-07,100.0,23935.9,154.3,364.80400000000003,17.0,20.8
1345.0,2004-07-08,40.0,7562.1,64.8,360.96,16.3,19.8
1346.0,2004-07-09,43.0,3742.7,60.8,346.8627906976744,18.5,22.4
1347.0,2004-07-10,59.0,5739.5,67.0,356.128813559322,17.5,22.3
1348.0,2004-07-11,19.0,3299.8,24.2,364.0,15.2,23.3
1349.0,2004-07-12,30.0,3276.4,35.9,355.62,19.7,25.1
1350.0,2004-07-13,13.0,1467.7,18.0,353.1769230769231,18.8,23.8
1351.0,2004-07-14,46.0,4463.1,58.300000000000004,351.8782608695652,19.0,22.8
1352.0,2004-07-15,26.0,4157.0,42.0,355.8384615384615,18.5,22.7
1353.0,2004-07-16,37.0,3868.3,50.2,345.03513513513514,20.9,22.6
1354.0,2004-07-17,64.0,9062.0,98.8,357.4171875,16.5,23.1
1355.0,2004-07-18,63.0,6457.1,74.1,352.86984126984123,12.7,18.2
1356.0,2004-07-19,69.0,10346.0,104.9,358.81739130434784,13.8,20.8
1357.0,2004-07-20,46.0,5230.2,55.800000000000004,357.3521739130435,16.3,22.4
1358.0,2004-07-21,68.0,10277.9,92.9,361.1235294117647,16.7,22.4
1359.0,2004-07-22,61.0,21728.7,127.8,361.4065573770492,16.9,21.6
1360.0,2004-07-23,50.0,7156.8,67.2,360.94,17.6,22.5
1361.0,2004-07-24,103.0,17458.1,148.2,363.8961165048544,16.7,22.1
1362.0,2004-07-25,41.0,3407.9,53.9,343.1170731707317,18.7,22.7
1363.0,2004-07-26,44.0,6192.6,62.300000000000004,357.67045454545456,15.0,25.2
1364.0,2004-07-27,36.0,6258.2,56.7,359.56666666666666,18.4,22.2
1365.0,2004-07-28,41.0,4830.3,48.1,361.05121951219513,18.7,23.7
1366.0,2004-07-29,22.0,3502.7,43.4,353.04545454545456,18.5,22.8
1367.0,2004-07-30,20.0,1747.6,27.2,346.95500000000004,19.2,22.9
1368.0,2004-07-31,18.0,2775.2,27.6,360.96666666666664,19.3,22.9
1369.0,2004-08-01,48.0,7825.0,78.5,352.9583333333333,19.1,23.5
1370.0,2004-08-02,44.0,7064.0,64.3,362.9977272727273,19.3,25.7
1371.0,2004-08-03,51.0,7592.2,81.2,345.47647058823526,16.8,23.8
1372.0,2004-08-04,41.0,4202.0,56.0,352.6463414634146,16.4,21.9
1373.0,2004-08-05,61.0,8015.7,76.7,361.24590163934425,18.9,22.5
1374.0,2004-08-06,66.0,7340.6,78.7,364.18333333333334,18.3,21.6
1375.0,2004-08-07,42.0,4794.5,58.9,356.1404761904762,18.7,21.3
1376.0,2004-08-08,76.0,10211.8,99.6,358.92763157894734,19.3,21.7
1377.0,2004-08-09,76.0,10289.8,105.8,356.5513157894737,19.8,23.2
1378.0,2004-08-10,81.0,12201.5,121.4,353.0641975308642,17.9,23.0
1379.0,2004-08-11,85.0,13158.7,122.4,363.2505882352941,20.6,23.0
1380.0,2004-08-12,77.0,10762.8,102.4,348.312987012987,21.2,24.5
1381.0,2004-08-13,132.0,18104.5,169.5,364.1106060606061,23.4,25.6
1382.0,2004-08-14,93.0,15818.0,142.4,358.16774193548383,20.6,26.3
1383.0,2004-08-15,115.0,14706.7,165.8,356.95913043478265,16.2,20.8
1384.0,2004-08-16,57.0,6697.0,77.7,356.1561403508772,14.9,21.5
1385.0,2004-08-17,112.0,17184.4,177.3,351.00357142857143,17.6,21.6
1386.0,2004-08-18,85.0,10676.8,117.7,355.7611764705882,12.1,19.1
1387.0,2004-08-19,51.0,7056.2,79.1,353.82745098039214,17.4,22.7
1388.0,2004-08-20,107.0,16420.8,138.0,367.5056074766355,20.0,24.2
1389.0,2004-08-21,83.0,16161.0,152.9,351.5686746987952,23.4,24.7
1390.0,2004-08-22,123.0,18579.4,187.6,356.1959349593496,24.8,26.3
1391.0,2004-08-23,74.0,16643.9,118.0,360.7986486486486,20.1,27.2
1392.0,2004-08-24,159.0,32124.6,209.8,369.15220125786163,21.3,24.9
1393.0,2004-08-25,83.0,15633.7,137.9,359.1843373493976,21.3,24.5
1394.0,2004-08-26,69.0,12920.7,111.9,357.00289855072464,23.8,24.2
1395.0,2004-08-27,129.0,19458.5,170.5,363.2976744186047,23.3,25.6
1396.0,2004-08-28,32.0,4490.3,55.0,353.009375,22.3,26.4
1397.0,2004-08-29,48.0,3675.6,56.4,351.54375,18.5,26.2
1398.0,2004-08-30,89.0,16232.5,137.5,364.9898876404494,23.6,26.4
1399.0,2004-08-31,93.0,10904.1,119.8,354.39784946236557,19.6,17.6
1400.0,2004-09-01,142.0,28511.1,200.1,370.530985915493,17.3,19.9
1401.0,2004-09-02,215.0,38165.3,338.90000000000003,353.0483720930232,17.6,22.6
1402.0,2004-09-03,240.0,58086.1,320.2,377.77375,19.0,22.1
1403.0,2004-09-04,176.0,25707.0,252.9,354.63295454545454,19.7,23.0
1404.0,2004-09-05,249.0,36532.6,382.3,358.8437751004016,18.2,23.1
1405.0,2004-09-06,161.0,38547.8,318.5,353.84906832298134,20.4,24.2
1406.0,2004-09-07,273.0,32133.5,342.90000000000003,358.99743589743593,21.2,24.8
1407.0,2004-09-08,70.0,11313.6,109.4,354.48285714285714,25.6,22.6
1408.0,2004-09-09,145.0,19155.5,205.0,352.57310344827584,21.6,21.3
1409.0,2004-09-10,145.0,18808.4,209.0,356.2868965517241,22.4,25.3
1410.0,2004-09-11,159.0,21896.0,245.2,351.51509433962264,23.8,25.2
1411.0,2004-09-12,474.0,71289.4,672.3,360.56075949367084,17.2,25.2
1412.0,2004-09-13,478.0,69298.5,738.6,350.0039748953975,20.4,23.0
1413.0,2004-09-14,330.0,44872.0,447.7,358.70575757575756,22.0,23.4
1414.0,2004-09-15,327.0,51090.1,575.1,356.58134556574925,20.8,27.0
1415.0,2004-09-16,403.0,70824.8,598.8,357.77667493796525,23.8,27.1
1416.0,2004-09-17,235.0,48772.0,383.8,360.82212765957445,22.1,25.7
1417.0,2004-09-18,380.0,69519.3,596.5,356.038947368421,22.0,26.6
1418.0,2004-09-19,246.0,46064.9,420.3,362.2357723577236,22.3,28.0
1419.0,2004-09-20,422.0,95941.2,709.2,359.0345971563981,19.3,26.7
1420.0,2004-09-21,531.0,122913.1,852.2,364.09020715630885,23.8,25.1
1421.0,2004-09-22,273.0,62849.6,460.9,363.0065934065934,25.0,25.6
1422.0,2004-09-23,424.0,102190.0,652.2,360.3353773584906,23.7,26.1
1423.0,2004-09-24,224.0,55004.2,378.5,367.77187499999997,21.9,29.9
1424.0,2004-09-25,294.0,40631.8,409.8,357.93979591836734,21.0,25.6
1425.0,2004-09-26,121.0,26345.6,218.4,356.4950413223141,25.9,26.6
1426.0,2004-09-27,302.0,51858.3,439.2,359.05662251655633,28.8,27.6
1427.0,2004-09-28,231.0,49258.9,343.8,360.9398268398269,20.9,27.7
1428.0,2004-09-29,208.0,27376.2,303.6,355.1870192307692,27.9,27.5
1429.0,2004-09-30,198.0,36664.6,343.8,355.17676767676767,17.3,28.3
1430.0,2004-10-01,176.0,18616.5,288.8,341.97499999999997,15.1,27.3
1431.0,2004-10-02,393.0,60207.1,542.3000000000001,361.90178117048345,19.1,27.4
1432.0,2004-10-03,343.0,56332.7,609.1,348.2344023323615,23.7,29.5
1433.0,2004-10-04,822.0,140917.0,1208.8,357.8161800486618,22.7,32.0
1434.0,2004-10-05,354.0,73012.7,637.0,364.3087570621469,26.5,29.4
1435.0,2004-10-06,683.0,87902.6,932.2,354.41581259150803,21.8,32.6
1436.0,2004-10-07,460.0,106046.1,746.6,360.6047826086957,20.7,26.6
1437.0,2004-10-08,747.0,126849.1,1038.7,362.7333333333333,24.2,36.3
1438.0,2004-10-09,553.0,87478.3,813.6,360.2023508137432,22.4,26.6
1439.0,2004-10-10,755.0,347511.0,1685.3,365.74834437086093,22.6,26.8
1440.0,2004-10-11,1202.0,277020.7,1777.3,365.57271214642265,27.4,26.4
1441.0,2004-10-12,920.0,309600.0,1658.4,371.9295652173913,34.8,28.1
1442.0,2004-10-13,1123.0,318445.6,1765.8,366.2486197684773,38.2,27.7
1443.0,2004-10-14,598.0,135167.3,1082.1,358.93528428093646,33.7,28.7
1444.0,2004-10-15,597.0,114216.4,850.5,360.72026800670017,25.7,30.3
1445.0,2004-10-16,262.0,61934.5,492.9,353.3396946564886,21.2,27.1
1446.0,2004-10-17,370.0,61221.7,574.1,357.9010810810811,17.3,23.1
1447.0,2004-10-18,464.0,62653.5,702.8,351.740948275862,15.5,22.7
1448.0,2004-10-19,285.0,42630.3,477.3,354.12666666666667,18.5,28.2
1449.0,2004-10-20,482.0,88472.8,739.6,362.65145228215766,18.7,22.8
1450.0,2004-10-21,909.0,151009.4,1413.4,355.98162816281626,20.5,25.3
1451.0,2004-10-22,889.0,127456.5,1370.7,354.27536557930256,23.1,31.4
1452.0,2004-10-23,1015.0,211884.5,1845.1000000000001,351.7032512315271,24.8,38.7
1453.0,2004-10-24,977.0,158646.4,1454.9,358.4293756397134,20.1,33.4
1454.0,2004-10-25,1284.0,294190.7,2158.2,361.5170560747664,23.2,28.7
1455.0,2004-10-26,819.0,163971.4,1502.8,356.98974358974357,24.7,28.5
1456.0,2004-10-27,1200.0,254970.9,1900.6,359.375,32.7,29.6
1457.0,2004-10-28,934.0,172800.6,1556.6,355.0446466809422,20.9,32.1
1458.0,2004-10-29,1119.0,216485.6,1698.4,357.81099195710453,19.0,25.5
1459.0,2004-10-30,1022.0,220977.9,1700.7,362.080626223092,20.5,23.1
1460.0,2004-10-31,717.0,146021.1,1217.9,360.00153417015343,22.8,25.1
1461.0,2004-11-01,646.0,92794.3,957.1,351.94876160990714,22.5,26.4
1462.0,2004-11-02,481.0,74541.5,766.4,356.51850311850313,28.2,27.9
1463.0,2004-11-03,613.0,126897.1,1010.4,358.60407830342575,25.4,29.8
1464.0,2004-11-04,512.0,104010.5,794.1,367.7541015625,23.3,29.0
1465.0,2004-11-05,825.0,163289.7,1238.1,361.76630303030305,23.8,28.6
1466.0,2004-11-06,732.0,198048.3,1234.2,367.93565573770496,26.0,28.6
1467.0,2004-11-07,322.0,82280.7,538.9,365.7692546583851,23.4,25.3
1468.0,2004-11-08,294.0,65735.1,506.90000000000003,362.1156462585034,18.3,27.8
1469.0,2004-11-09,415.0,68300.8,596.9,361.77012048192773,20.9,28.8
1470.0,2004-11-10,354.0,60242.9,587.4,355.7056497175141,22.7,26.2
1471.0,2004-11-11,375.0,53245.4,557.4,356.16426666666666,22.0,28.9
1472.0,2004-11-12,323.0,57997.2,534.5,356.7953560371517,28.1,34.0
1473.0,2004-11-13,840.0,190409.0,1382.6,358.42749999999995,27.9,32.2
1474.0,2004-11-14,759.0,156396.9,1189.2,362.3166007905138,27.2,27.8
1475.0,2004-11-15,716.0,166321.5,1284.9,361.0141061452514,28.5,28.8
1476.0,2004-11-16,934.0,150277.5,1477.0,356.6264453961456,23.2,31.1
1477.0,2004-11-17,869.0,144791.9,1302.5,362.7164556962025,25.4,29.2
1478.0,2004-11-18,457.0,99396.6,745.3,363.61706783369806,35.8,28.6
1479.0,2004-11-19,266.0,54377.8,445.8,360.0078947368421,30.0,28.9
1480.0,2004-11-20,213.0,34697.9,327.9,353.16244131455403,19.3,27.9
1481.0,2004-11-21,143.0,39901.3,300.3,359.5881118881119,20.9,24.6
1482.0,2004-11-22,168.0,39305.4,250.5,368.80059523809524,20.1,23.9
1483.0,2004-11-23,74.0,13135.4,137.1,357.27702702702703,20.2,25.5
1484.0,2004-11-24,97.0,52240.7,155.7,377.2536082474227,19.8,26.1
1485.0,2004-11-25,88.0,17357.6,160.5,356.6818181818182,23.1,26.3
1486.0,2004-11-26,99.0,26100.8,148.4,374.5424242424242,23.7,26.1
1487.0,2004-11-27,212.0,45784.7,333.2,363.37735849056605,32.2,27.5
1488.0,2004-11-28,205.0,33044.4,338.0,353.50975609756097,38.9,28.6
1489.0,2004-11-29,275.0,38586.3,403.1,348.83781818181814,25.7,29.8
1490.0,2004-11-30,341.0,65195.5,606.0,355.6967741935484,34.7,31.4
1491.0,2004-12-01,291.0,50110.0,486.6,349.0639175257732,40.0,31.4
1492.0,2004-12-02,292.0,57135.0,437.0,364.3650684931507,21.4,30.4
1493.0,2004-12-03,164.0,26497.2,299.8,348.54756097560977,22.7,28.9
1494.0,2004-12-04,106.0,24568.1,182.9,363.4339622641509,23.4,25.3
1495.0,2004-12-05,83.0,15254.4,133.8,358.04819277108436,25.1,24.6
1496.0,2004-12-06,122.0,17318.7,190.8,353.41967213114754,24.9,25.4
1497.0,2004-12-07,148.0,23039.7,218.9,360.7209459459459,24.3,26.7
1498.0,2004-12-08,256.0,43033.5,405.8,362.159375,25.2,26.4
1499.0,2004-12-09,375.0,61144.8,537.2,356.1965333333334,25.7,25.6
1500.0,2004-12-10,276.0,49304.0,415.3,364.5445652173913,23.0,26.9
1501.0,2004-12-11,152.0,25862.8,276.9,354.866447368421,29.4,33.2
1502.0,2004-12-12,266.0,47084.6,370.7,358.36127819548875,25.6,33.3
1503.0,2004-12-13,272.0,67928.9,497.3,366.6283088235294,25.5,31.4
1504.0,2004-12-14,260.0,49416.0,385.6,363.89961538461534,30.0,37.6
1505.0,2004-12-15,298.0,86185.2,611.3,361.9080536912752,23.8,30.3
1506.0,2004-12-16,356.0,74945.5,499.6,364.9115168539326,24.5,27.6
1507.0,2004-12-17,448.0,175579.3,899.3000000000001,364.4002232142857,25.7,29.1
1508.0,2004-12-18,328.0,64126.2,481.1,364.97682926829265,24.4,29.3
1509.0,2004-12-19,315.0,61747.9,494.0,362.96412698412695,37.9,29.9
1510.0,2004-12-20,316.0,73599.7,523.2,359.753164556962,23.1,35.0
1511.0,2004-12-21,360.0,86149.2,580.6,367.64194444444445,24.1,26.4
1512.0,2004-12-22,95.0,21561.7,174.9,357.60210526315785,24.5,30.0
1513.0,2004-12-23,66.0,12130.4,93.39999999999999,365.280303030303,24.2,31.3
1514.0,2004-12-24,31.0,5801.6,70.2,349.8774193548387,26.8,30.2
1515.0,2004-12-25,99.0,30005.0,164.6,371.210101010101,21.6,30.7
1516.0,2004-12-26,101.0,26420.7,160.2,372.9009900990099,23.7,29.1
1517.0,2004-12-27,29.0,6417.6,49.5,368.14482758620693,32.3,30.1
1518.0,2004-12-28,47.0,9953.199999999999,80.7,361.01063829787233,22.0,30.5
1519.0,2004-12-29,74.0,10797.9,96.5,357.4810810810811,22.0,28.0
1520.0,2004-12-30,16.0,3750.6,26.7,368.16875,22.6,27.6
1521.0,2004-12-31,27.0,5050.9,37.6,367.6629629629629,24.4,27.6
1522.0,2005-01-01,15.0,1527.0,20.700000000000003,348.0733333333334,28.9,29.5
1523.0,2005-01-02,22.0,18154.0,50.6,367.95909090909095,25.7,29.9
1524.0,2005-01-03,33.0,6991.9,47.6,365.66363636363633,24.9,33.1
1525.0,2005-01-04,21.0,3086.2,34.8,354.5761904761905,28.4,31.1
1526.0,2005-01-05,14.0,2702.5,17.0,372.7285714285714,33.0,32.9
1527.0,2005-01-06,38.0,19357.0,68.7,373.9526315789474,29.1,28.2
1528.0,2005-01-07,159.0,91674.8,345.2,382.3415094339623,26.0,31.8
1529.0,2005-01-08,49.0,7739.4,67.4,364.2755102040816,24.5,28.6
1530.0,2005-01-09,26.0,3455.3,34.6,342.28846153846155,23.7,27.6
1531.0,2005-01-10,60.0,12925.0,103.9,365.74833333333333,24.1,26.8
1532.0,2005-01-11,277.0,62435.6,370.6,376.5404332129964,24.6,28.1
1533.0,2005-01-12,78.0,11511.6,105.9,360.824358974359,27.4,28.3
1534.0,2005-01-13,90.0,15728.4,153.1,355.28555555555556,28.2,28.9
1535.0,2005-01-14,52.0,9500.4,80.2,359.8634615384616,29.9,31.2
1536.0,2005-01-15,77.0,20784.7,147.9,360.09870129870126,26.2,32.5
1537.0,2005-01-16,157.0,47375.6,295.3,362.3337579617835,28.8,35.3
1538.0,2005-01-17,122.0,43096.2,205.8,372.3631147540984,21.5,31.7
1539.0,2005-01-18,215.0,55383.4,368.2,360.9995348837209,22.9,28.3
1540.0,2005-01-19,89.0,20891.4,170.79999999999998,359.3943820224719,25.2,28.9
1541.0,2005-01-20,67.0,15143.0,104.2,364.9641791044776,28.7,31.3
1542.0,2005-01-21,93.0,17985.3,148.6,361.53225806451616,28.2,32.4
1543.0,2005-01-22,31.0,4156.9,49.9,352.5741935483871,25.6,31.3
1544.0,2005-01-23,58.0,15077.0,98.9,358.44827586206895,23.2,31.4
1545.0,2005-01-24,122.0,29823.2,168.6,378.5614754098361,27.3,29.6
1546.0,2005-01-25,21.0,2486.0,41.9,338.35238095238094,25.7,26.1
1547.0,2005-01-26,60.0,10477.1,96.5,356.93,27.1,27.0
1548.0,2005-01-27,83.0,9681.0,107.4,355.4578313253012,27.8,27.9
1549.0,2005-01-28,76.0,16136.8,143.5,362.7078947368421,28.1,32.9
1550.0,2005-01-29,98.0,21540.9,179.6,356.0989795918367,28.3,31.6
1551.0,2005-01-30,90.0,17209.9,134.2,366.47444444444443,24.6,32.2
1552.0,2005-01-31,150.0,38449.9,276.8,366.35066666666665,26.4,29.5
1553.0,2005-02-01,48.0,8327.2,80.7,355.0104166666667,28.4,29.9
1554.0,2005-02-02,51.0,22002.3,66.10000000000001,385.956862745098,29.9,30.8
1555.0,2005-02-03,19.0,4985.3,35.4,352.0684210526316,25.5,30.0
1556.0,2005-02-04,55.0,7020.7,66.2,367.07454545454544,28.4,30.8
1557.0,2005-02-05,496.0,291738.8,1163.2,359.59798387096777,27.6,34.8
1558.0,2005-02-06,75.0,12806.2,94.5,367.508,28.2,33.2
1559.0,2005-02-07,82.0,24390.2,162.1,352.3036585365854,29.8,32.1
1560.0,2005-02-08,77.0,21031.1,132.8,369.75324675324674,38.2,32.5
1561.0,2005-02-09,9.0,1783.7,12.6,373.7555555555556,25.7,32.2
1562.0,2005-02-10,31.0,5231.5,50.2,352.90967741935486,22.9,28.9
1563.0,2005-02-11,40.0,4023.3,42.3,367.7425,25.2,28.9
1564.0,2005-02-12,130.0,90131.0,364.9,373.84,26.8,29.5
1565.0,2005-02-13,38.0,5080.6,52.800000000000004,361.53684210526313,22.8,30.0
1566.0,2005-02-14,96.0,30620.5,201.6,358.6333333333334,26.2,29.0
1567.0,2005-02-15,61.0,9776.9,88.4,364.327868852459,32.3,29.4
1568.0,2005-02-16,77.0,11998.9,122.0,355.2402597402597,25.3,31.6
1569.0,2005-02-17,41.0,7547.0,70.3,354.8439024390244,24.0,30.5
1570.0,2005-02-18,61.0,9967.3,72.7,374.68524590163935,27.6,30.2
1571.0,2005-02-19,45.0,14427.8,101.2,355.79555555555555,28.4,30.7
1572.0,2005-02-20,128.0,26208.9,165.0,372.9796875,26.4,30.3
1573.0,2005-02-21,229.0,97941.2,481.0,360.39912663755456,28.5,31.3
