,acq_date,fires,frp,scan,brightness,max_t_syd,max_t_bne
371.0,2001-11-07,277.0,61635.0,580.4,347.4996389891697,18.3,28.0
372.0,2001-11-08,341.0,54548.8,605.6,351.7756598240469,18.5,27.0
373.0,2001-11-09,223.0,35382.4,300.3,363.92242152466366,21.2,24.0
374.0,2001-11-10,135.0,14992.4,195.9,344.73555555555555,25.1,23.0
375.0,2001-11-11,139.0,41883.0,227.0,370.53237410071944,24.2,29.0
376.0,2001-11-12,190.0,24647.2,229.1,356.4315789473684,20.5,30.0
377.0,2001-11-13,48.0,15070.800000000001,135.1,352.48125,24.4,30.0
378.0,2001-11-14,115.0,12662.7,135.9,354.4260869565217,23.2,27.0
379.0,2001-11-15,132.0,81382.3,416.7,357.29696969696965,23.9,25.0
380.0,2001-11-16,133.0,22042.4,187.3,362.01428571428573,20.9,28.0
381.0,2001-11-17,191.0,21216.0,276.3,345.248167539267,26.4,26.0
382.0,2001-11-18,111.0,18212.2,184.7,358.2045045045045,31.0,28.0
383.0,2001-11-19,417.0,99244.5,671.2,354.8359712230216,15.7,25.0
384.0,2001-11-20,218.0,54105.4,434.2,355.8243119266055,16.3,27.0
385.0,2001-11-21,576.0,105039.1,858.1,355.5171875,18.3,29.0
386.0,2001-11-22,604.0,112756.3,1083.3,354.05099337748345,21.6,26.0
387.0,2001-11-23,287.0,39252.7,502.4,343.74425087108017,21.2,26.0
388.0,2001-11-24,290.0,57541.9,565.8,354.3,27.0,29.0
389.0,2001-11-25,160.0,22142.4,214.0,355.075625,33.3,28.0
390.0,2001-11-26,300.0,157695.6,819.1999999999999,363.9336666666667,32.7,28.0
391.0,2001-11-27,248.0,45311.3,344.1,365.97338709677416,23.3,30.0
392.0,2001-11-28,211.0,36415.7,313.9,354.6312796208531,23.4,27.0
393.0,2001-11-29,365.0,62761.2,611.3,353.9994520547945,23.7,27.0
394.0,2001-11-30,460.0,123198.6,931.9,354.09565217391304,28.2,30.0
395.0,2001-12-01,614.0,163098.0,1051.4,368.01807817589577,25.3,31.0
396.0,2001-12-02,631.0,113701.0,1073.7,350.66703645007925,25.6,30.0
397.0,2001-12-03,281.0,52518.4,528.3,343.938078291815,31.8,29.0
398.0,2001-12-04,225.0,40942.6,368.1,359.25111111111113,25.4,31.0
399.0,2001-12-05,243.0,40875.9,355.9,351.6333333333333,19.7,28.0
400.0,2001-12-06,130.0,33549.0,284.4,353.72538461538466,24.4,27.0
401.0,2001-12-07,143.0,15071.6,200.4,347.4818181818182,31.0,29.0
402.0,2001-12-08,63.0,8137.7,91.7,357.5857142857143,19.0,33.0
403.0,2001-12-09,54.0,10132.4,84.4,349.04814814814813,22.1,26.0
404.0,2001-12-10,4.0,536.6999999999999,7.0,340.075,29.0,31.0
405.0,2001-12-11,39.0,4754.9,84.8,341.81025641025644,26.1,33.0
406.0,2001-12-12,136.0,15026.5,194.9,342.64485294117645,22.8,28.0
407.0,2001-12-13,105.0,24601.1,252.7,346.7257142857143,25.5,28.0
408.0,2001-12-14,144.0,35050.4,219.4,367.11875,26.2,28.0
409.0,2001-12-15,5.0,2828.0,12.0,381.58000000000004,21.1,28.0
410.0,2001-12-16,18.0,1749.2,21.599999999999998,352.6166666666667,24.4,25.0
411.0,2001-12-17,15.0,1195.5,19.0,342.7933333333333,24.4,27.0
412.0,2001-12-18,31.0,10996.5,78.3,358.05806451612904,25.5,29.0
413.0,2001-12-19,69.0,4701.3,91.7,340.2043478260869,26.6,29.0
414.0,2001-12-20,102.0,20564.0,145.9,366.214705882353,27.1,31.0
415.0,2001-12-21,199.0,36649.7,366.2,346.38643216080396,27.3,32.0
418.0,2001-12-24,301.0,76015.9,527.2,362.86013289036543,35.9,40.0
419.0,2001-12-25,816.0,141520.3,1080.2,349.8627450980392,34.5,39.0
420.0,2001-12-26,271.0,60042.4,489.5,355.1140221402214,26.8,39.0
421.0,2001-12-27,318.0,32236.2,479.6,344.71257861635223,22.0,33.0
422.0,2001-12-28,230.0,27073.0,365.3,342.11391304347825,25.9,30.0
423.0,2001-12-29,229.0,47522.3,428.8,360.11834061135374,28.2,31.0
424.0,2001-12-30,171.0,18820.6,267.1,344.64444444444445,28.7,33.0
425.0,2001-12-31,124.0,33168.2,178.5,376.61209677419356,27.0,29.0
426.0,2002-01-01,394.0,36175.4,488.1,339.8345177664974,36.9,32.0
427.0,2002-01-02,89.0,11637.4,165.5,349.4191011235955,32.9,36.0
428.0,2002-01-03,93.0,15383.1,131.5,361.53548387096777,27.8,33.0
429.0,2002-01-04,53.0,8524.4,93.8,354.1962264150944,27.4,29.0
430.0,2002-01-05,27.0,4670.0,49.6,354.52592592592595,27.1,31.0
431.0,2002-01-06,16.0,2145.0,26.5,347.925,27.3,32.0
432.0,2002-01-07,52.0,6757.3,91.8,354.9096153846154,35.0,34.0
433.0,2002-01-08,95.0,11546.6,109.8,355.2631578947368,33.7,38.0
434.0,2002-01-09,66.0,11544.3,136.9,343.0,24.9,35.0
435.0,2002-01-10,128.0,22992.0,166.9,369.0421875,25.6,30.0
436.0,2002-01-11,56.0,8378.0,90.2,344.2517857142857,25.1,31.0
437.0,2002-01-12,59.0,11146.5,82.9,361.6796610169491,24.3,35.0
438.0,2002-01-13,188.0,17401.9,224.3,342.3244680851064,25.5,30.0
439.0,2002-01-14,31.0,6137.0,85.3,336.06129032258065,25.6,31.0
440.0,2002-01-15,145.0,11754.7,176.5,344.4337931034483,23.1,29.0
441.0,2002-01-16,57.0,13602.1,138.4,347.70175438596493,22.4,30.0
442.0,2002-01-17,182.0,28654.7,233.3,361.2505494505495,24.2,28.0
443.0,2002-01-18,128.0,26544.8,176.1,375.18828125,25.3,29.0
444.0,2002-01-19,59.0,8568.9,80.1,355.59152542372885,25.2,28.0
445.0,2002-01-20,34.0,11981.3,75.7,358.6088235294118,26.8,29.0
446.0,2002-01-21,60.0,9268.3,83.4,349.45166666666665,28.9,29.0
447.0,2002-01-22,29.0,6169.8,67.9,348.7448275862069,27.4,30.0
448.0,2002-01-23,86.0,9564.1,149.8,344.8779069767442,26.0,31.0
449.0,2002-01-24,211.0,101124.2,483.1,367.33744075829384,23.8,31.0
450.0,2002-01-25,197.0,25767.0,269.1,356.13756345177666,26.7,29.0
451.0,2002-01-26,132.0,31121.0,364.6,344.4560606060606,26.9,31.0
452.0,2002-01-27,138.0,18115.5,178.2,361.0130434782609,27.1,31.0
453.0,2002-01-28,43.0,4714.6,63.800000000000004,343.59767441860464,27.3,32.0
454.0,2002-01-29,137.0,32420.3,217.1,355.52700729927005,27.1,33.0
455.0,2002-01-30,109.0,12196.4,181.1,344.4779816513761,28.5,33.0
456.0,2002-01-31,93.0,13362.8,151.5,349.547311827957,27.1,33.0
457.0,2002-02-01,177.0,21821.0,216.6,360.209604519774,23.3,34.0
458.0,2002-02-02,64.0,25260.8,151.7,362.3765625,27.5,33.0
459.0,2002-02-03,105.0,22292.8,153.2,370.1714285714286,23.6,31.0
460.0,2002-02-04,17.0,1600.9,26.9,339.88235294117646,20.4,32.0
461.0,2002-02-05,13.0,834.4,17.5,336.8692307692308,20.3,31.0
462.0,2002-02-06,10.0,2426.7,15.3,366.81,21.0,34.0
463.0,2002-02-07,21.0,2604.7000000000003,28.7,348.5095238095238,23.7,32.0
464.0,2002-02-08,19.0,2560.6,39.7,346.57894736842104,26.7,30.0
465.0,2002-02-09,16.0,918.4,20.3,335.88125,24.4,34.0
466.0,2002-02-10,10.0,1510.4,24.599999999999998,347.35,28.3,33.0
467.0,2002-02-11,38.0,3657.8,53.4,347.4184210526316,23.2,34.0
468.0,2002-02-12,57.0,4589.4,82.2,338.41754385964913,23.7,31.0
469.0,2002-02-13,49.0,6431.9,82.9,350.22857142857146,22.7,30.0
470.0,2002-02-14,86.0,18657.8,146.3,365.3383720930232,25.7,29.0
471.0,2002-02-15,49.0,18006.7,119.6,360.2367346938775,26.3,30.0
472.0,2002-02-16,28.0,2201.5,34.7,344.0607142857143,30.7,31.0
474.0,2002-02-18,49.0,12911.7,59.9,371.734693877551,22.0,31.0
475.0,2002-02-19,12.0,1102.0,14.0,353.68333333333334,25.9,30.0
476.0,2002-02-20,6.0,677.1,8.3,358.23333333333335,28.1,31.0
477.0,2002-02-21,2.0,65.5,2.2,327.85,30.2,33.0
478.0,2002-02-22,3.0,557.1,4.7,365.7,26.7,34.0
479.0,2002-02-23,2.0,63.6,2.2,331.0,24.7,28.0
480.0,2002-02-24,3.0,494.79999999999995,6.300000000000001,344.3333333333333,26.6,28.0
482.0,2002-02-26,6.0,369.7,6.6000000000000005,339.65000000000003,26.4,29.0
483.0,2002-02-27,3.0,76.30000000000001,3.4,322.0,27.6,31.0
484.0,2002-02-28,9.0,2979.0,12.9,373.81111111111113,22.9,32.0
485.0,2002-03-01,12.0,2033.0,26.8,340.72499999999997,25.4,34.0
486.0,2002-03-02,6.0,875.8000000000001,15.7,338.3333333333333,26.1,24.0
487.0,2002-03-03,1.0,25.5,1.3,318.5,26.5,27.0
488.0,2002-03-04,16.0,8934.9,43.4,350.7,24.5,29.0
489.0,2002-03-05,32.0,3312.4,36.6,356.825,21.9,29.0
490.0,2002-03-06,48.0,14291.4,95.8,352.5625,26.5,29.0
491.0,2002-03-07,21.0,3557.6,36.0,349.34761904761905,28.7,30.0
492.0,2002-03-08,25.0,5560.1,43.3,351.76,22.4,31.0
493.0,2002-03-09,11.0,2398.6,17.0,341.03636363636366,23.8,29.0
494.0,2002-03-10,16.0,5355.9,31.7,360.89375,24.0,30.0
495.0,2002-03-11,10.0,2028.7,15.9,356.29,25.4,31.0
496.0,2002-03-12,13.0,2634.0,17.3,374.8384615384615,26.3,32.0
497.0,2002-03-13,45.0,5816.7,68.7,347.7711111111111,21.7,31.0
498.0,2002-03-14,22.0,4073.3,25.400000000000002,375.57272727272726,25.2,28.0
499.0,2002-03-15,45.0,3991.5,77.7,334.58,25.9,29.0
500.0,2002-03-16,41.0,4976.3,49.6,361.48292682926825,32.1,31.0
501.0,2002-03-17,35.0,11381.6,81.2,361.8885714285714,36.2,34.0
502.0,2002-03-18,21.0,1020.6,26.5,329.2095238095238,27.8,35.0
503.0,2002-03-19,27.0,3638.7,41.2,353.15185185185186,30.9,32.0
513.0,2002-03-29,20.0,3542.7,40.6,351.625,24.1,27.0
514.0,2002-03-30,57.0,10416.1,83.0,359.38947368421054,20.3,29.0
515.0,2002-03-31,10.0,992.1,14.3,348.90999999999997,21.3,27.0
516.0,2002-04-01,28.0,3680.6,55.1,343.16785714285714,23.5,27.0
517.0,2002-04-02,75.0,7642.5,115.10000000000001,342.51866666666666,23.8,26.0
518.0,2002-04-03,49.0,10358.0,94.0,348.14489795918365,26.6,26.0
519.0,2002-04-04,62.0,7686.0,85.5,354.1629032258064,28.2,27.0
520.0,2002-04-05,57.0,26561.8,164.9,351.8105263157895,23.0,27.0
521.0,2002-04-06,103.0,13670.7,127.7,360.7883495145631,24.9,27.0
522.0,2002-04-07,23.0,2906.4,41.7,339.5913043478261,24.0,28.0
523.0,2002-04-08,87.0,13427.6,110.7,364.35632183908046,24.8,28.0
524.0,2002-04-09,36.0,5073.9,65.60000000000001,342.8972222222222,25.2,27.0
525.0,2002-04-10,16.0,4317.7,22.3,370.2125,25.4,27.0
526.0,2002-04-11,38.0,4437.9,51.8,346.65526315789475,25.9,27.0
527.0,2002-04-12,15.0,2157.5,26.5,339.32,25.4,27.0
528.0,2002-04-13,47.0,2725.0,53.7,342.14680851063827,26.0,27.0
529.0,2002-04-14,25.0,15952.3,96.9,361.856,21.6,27.0
531.0,2002-04-16,50.0,10469.1,89.9,355.176,25.6,26.0
532.0,2002-04-17,61.0,10505.4,85.3,368.10655737704917,22.1,31.0
533.0,2002-04-18,52.0,8134.1,88.6,341.4576923076923,23.2,31.0
534.0,2002-04-19,19.0,3617.9,47.2,349.44736842105266,27.1,31.0
535.0,2002-04-20,54.0,3133.6,61.8,339.22777777777776,27.4,31.0
536.0,2002-04-21,35.0,10036.7,84.6,349.4657142857143,24.8,32.0
537.0,2002-04-22,46.0,4780.0,57.9,352.33478260869566,22.4,31.0
538.0,2002-04-23,27.0,8535.0,67.6,345.5333333333333,23.3,28.0
539.0,2002-04-24,85.0,13727.2,109.4,364.0694117647059,26.1,29.0
540.0,2002-04-25,32.0,9612.6,74.9,346.40625,25.5,29.0
541.0,2002-04-26,32.0,4126.0,44.0,354.75,25.2,29.0
542.0,2002-04-27,101.0,19157.0,157.8,356.28712871287127,20.4,29.0
543.0,2002-04-28,17.0,4493.3,43.4,343.2176470588235,21.0,22.0
544.0,2002-04-29,63.0,5007.5,72.9,351.4222222222222,18.7,25.0
545.0,2002-04-30,26.0,3549.4,43.7,344.3346153846154,22.4,25.0
546.0,2002-05-01,91.0,14980.9,115.7,360.47472527472524,23.5,23.0
547.0,2002-05-02,39.0,17440.0,94.6,351.8615384615385,21.7,25.0
548.0,2002-05-03,35.0,7304.599999999999,57.7,350.98285714285714,21.8,24.0
549.0,2002-05-04,38.0,6698.4,68.1,348.85526315789474,23.8,25.0
550.0,2002-05-05,24.0,4190.9,54.4,339.1875,23.1,24.0
551.0,2002-05-06,64.0,9099.9,87.6,355.990625,25.4,25.0
552.0,2002-05-07,57.0,15145.0,95.3,368.08421052631576,25.1,25.0
553.0,2002-05-08,113.0,14783.7,128.4,360.0070796460177,25.9,24.0
554.0,2002-05-09,26.0,3356.6,38.0,349.63846153846157,23.2,24.0
555.0,2002-05-10,59.0,9833.2,81.1,365.1322033898305,23.2,27.0
556.0,2002-05-11,41.0,4512.8,63.4,348.59268292682924,20.1,26.0
557.0,2002-05-12,24.0,3530.5,59.4,337.87083333333334,23.1,26.0
558.0,2002-05-13,69.0,6988.4,85.3,350.53043478260867,22.6,26.0
559.0,2002-05-14,28.0,3610.8,53.4,342.575,16.9,26.0
560.0,2002-05-15,184.0,22924.0,208.1,359.7288043478261,17.1,26.0
561.0,2002-05-16,14.0,4362.7,32.2,356.8142857142857,23.7,27.0
562.0,2002-05-17,56.0,4629.0,72.0,347.84464285714284,19.1,28.0
563.0,2002-05-18,29.0,12073.2,62.8,356.1620689655173,15.6,24.0
564.0,2002-05-19,22.0,2054.9,43.0,337.1909090909091,18.3,27.0
565.0,2002-05-20,57.0,5236.0,79.3,339.1333333333333,15.0,22.0
566.0,2002-05-21,16.0,2755.7,41.5,334.175,18.9,23.0
567.0,2002-05-22,44.0,3372.9,49.5,347.65681818181815,20.5,24.0
568.0,2002-05-23,15.0,2930.8,39.3,344.6066666666667,18.7,24.0
569.0,2002-05-24,40.0,4471.5,55.6,354.3625,15.4,23.0
570.0,2002-05-25,9.0,495.4,16.4,326.8333333333333,15.5,18.0
571.0,2002-05-26,27.0,5360.7,47.2,355.8333333333333,18.0,24.0
572.0,2002-05-27,21.0,2959.0,42.5,345.3095238095238,19.8,23.0
573.0,2002-05-28,15.0,1304.1,22.6,341.74,16.4,24.0
574.0,2002-05-29,19.0,2099.3,24.7,353.63157894736844,17.0,18.0
575.0,2002-05-30,11.0,2319.0,21.0,346.57272727272726,17.7,21.0
576.0,2002-05-31,22.0,2725.8,23.1,362.6636363636364,18.2,22.0
577.0,2002-06-01,20.0,3302.0,41.1,344.275,18.0,23.0
578.0,2002-06-02,65.0,4892.0,74.10000000000001,347.4123076923077,14.3,20.0
579.0,2002-06-03,25.0,3077.0,41.9,343.42,20.1,19.0
580.0,2002-06-04,26.0,3184.8,36.1,356.9807692307692,19.9,21.0
581.0,2002-06-05,35.0,4675.1,50.2,354.1857142857143,20.6,22.0
582.0,2002-06-06,8.0,656.3,14.6,331.3625,18.9,25.0
583.0,2002-06-07,15.0,1127.5,17.1,349.4866666666667,23.6,24.0
584.0,2002-06-08,2.0,100.8,3.0,325.0,17.7,26.0
585.0,2002-06-09,45.0,3386.8,50.0,347.7911111111111,19.0,22.0
586.0,2002-06-10,5.0,737.3,10.8,335.32,20.5,22.0
587.0,2002-06-11,16.0,1429.4,20.8,351.7625,19.5,22.0
588.0,2002-06-12,15.0,1619.8,24.6,337.53333333333336,16.6,23.0
589.0,2002-06-13,16.0,2507.4,26.8,346.725,19.1,26.0
590.0,2002-06-14,27.0,3936.1,38.7,355.6259259259259,17.6,19.0
591.0,2002-06-15,28.0,14873.5,74.0,358.51785714285717,22.0,23.0
592.0,2002-06-16,27.0,2454.1,32.7,347.3925925925926,20.6,29.0
593.0,2002-06-17,17.0,2417.9,35.2,334.8470588235294,17.2,24.0
594.0,2002-06-18,64.0,7435.1,75.6,354.3859375,14.3,21.0
595.0,2002-06-19,20.0,2868.4,39.5,340.3,15.3,22.0
596.0,2002-06-20,25.0,7244.0,67.5,353.452,14.3,21.0
597.0,2002-06-21,17.0,2698.4,27.3,352.49411764705883,16.9,22.0
598.0,2002-06-22,9.0,2088.7,14.8,362.5444444444445,18.1,22.0
599.0,2002-06-23,26.0,2586.1,35.800000000000004,346.9384615384615,17.4,22.0
600.0,2002-06-24,6.0,1228.1,15.0,338.68333333333334,18.3,23.0
601.0,2002-06-25,23.0,1594.1000000000001,26.3,343.8652173913043,20.2,22.0
602.0,2002-06-26,15.0,2563.1,34.0,339.03333333333336,18.1,24.0
603.0,2002-06-27,16.0,2062.7,19.8,359.83125,17.7,22.0
604.0,2002-06-28,18.0,1960.6000000000001,26.6,344.0444444444445,14.5,21.0
605.0,2002-06-29,12.0,6914.0,31.599999999999998,373.5083333333334,14.7,20.0
606.0,2002-06-30,44.0,6140.1,55.5,361.34090909090907,17.0,21.0
607.0,2002-07-01,7.0,678.1999999999999,13.6,330.4428571428571,17.5,22.0
608.0,2002-07-02,37.0,3139.0,43.5,351.35135135135135,17.1,22.0
609.0,2002-07-03,47.0,8274.3,63.9,354.46382978723403,19.7,24.0
610.0,2002-07-04,37.0,7049.400000000001,58.1,355.65135135135137,17.1,20.0
611.0,2002-07-05,128.0,20219.1,163.9,364.6546875,19.3,22.0
612.0,2002-07-06,83.0,22978.2,144.5,363.9060240963856,17.0,23.0
613.0,2002-07-07,96.0,16054.5,126.2,364.8979166666666,19.5,23.0
614.0,2002-07-08,44.0,6393.7,67.1,357.42727272727274,18.7,22.0
615.0,2002-07-09,59.0,6633.3,78.4,352.6745762711864,20.1,22.0
616.0,2002-07-10,58.0,8196.8,79.4,358.803448275862,16.8,24.0
617.0,2002-07-11,87.0,13962.5,142.7,351.7206896551724,18.1,21.0
618.0,2002-07-12,152.0,29418.7,223.0,366.8276315789474,19.3,23.0
619.0,2002-07-13,116.0,21839.5,159.9,362.7129310344827,18.6,22.0
620.0,2002-07-14,71.0,11896.2,104.4,362.09014084507044,18.6,21.0
621.0,2002-07-15,28.0,4277.7,35.7,365.97499999999997,17.4,22.0
622.0,2002-07-16,69.0,12097.0,101.3,361.2666666666667,19.9,23.0
623.0,2002-07-17,75.0,13432.0,124.2,356.776,16.8,23.0
624.0,2002-07-18,102.0,17200.3,126.8,365.10686274509806,18.1,22.0
625.0,2002-07-19,62.0,10880.7,97.6,359.4,21.1,22.0
626.0,2002-07-20,63.0,11760.4,87.3,363.015873015873,21.2,20.0
627.0,2002-07-21,138.0,21009.3,200.1,361.38115942028986,16.8,24.0
628.0,2002-07-22,100.0,18825.9,155.6,357.49699999999996,18.8,23.0
629.0,2002-07-23,98.0,21045.6,157.6,362.0989795918367,21.3,21.0
630.0,2002-07-24,97.0,19342.8,189.1,352.5061855670103,16.4,25.0
631.0,2002-07-25,141.0,24795.2,218.5,359.209219858156,14.8,24.0
632.0,2002-07-26,106.0,23050.8,162.6,367.2132075471698,19.3,21.0
633.0,2002-07-27,311.0,121097.4,597.5,363.16720257234726,20.2,23.0
634.0,2002-07-28,207.0,40432.5,310.2,363.4743961352657,20.5,23.0
635.0,2002-07-29,36.0,6290.3,62.5,356.2388888888889,18.5,23.0
636.0,2002-07-30,8.0,1352.5,15.0,342.3,15.0,23.0
637.0,2002-07-31,34.0,4587.2,60.7,347.56176470588235,19.4,24.0
638.0,2002-08-01,88.0,9023.3,109.0,351.76704545454544,20.6,24.0
639.0,2002-08-02,48.0,30131.3,165.2,358.7375,21.5,24.0
640.0,2002-08-03,145.0,23895.2,169.8,369.651724137931,22.1,26.0
641.0,2002-08-04,29.0,2701.1,42.0,334.67241379310343,21.0,24.0
642.0,2002-08-05,61.0,12211.6,97.7,359.5655737704918,19.5,23.0
643.0,2002-08-06,60.0,16885.2,125.10000000000001,354.35833333333335,22.6,26.0
644.0,2002-08-07,72.0,19110.2,117.4,361.1277777777778,21.7,26.0
645.0,2002-08-08,207.0,52520.1,311.5,372.82318840579705,21.2,24.0
646.0,2002-08-09,87.0,23709.7,159.1,363.1850574712644,20.3,23.0
647.0,2002-08-10,176.0,35922.4,275.6,361.94545454545454,23.9,23.0
648.0,2002-08-11,88.0,16598.6,125.1,363.2795454545454,26.8,23.0
649.0,2002-08-12,131.0,18700.3,176.5,354.96946564885496,18.7,27.0
650.0,2002-08-13,96.0,13156.2,134.1,356.05833333333334,16.1,23.0
651.0,2002-08-14,82.0,13227.9,109.0,359.44146341463414,15.1,22.0
652.0,2002-08-15,93.0,15076.2,136.8,360.85268817204303,16.4,22.0
653.0,2002-08-16,72.0,7437.2,110.2,343.67083333333335,17.8,23.0
654.0,2002-08-17,129.0,26976.5,193.4,364.10387596899227,18.5,21.0
655.0,2002-08-18,90.0,17366.5,142.7,356.56777777777774,16.0,23.0
656.0,2002-08-19,214.0,40860.5,308.2,363.2752336448598,19.5,22.0
657.0,2002-08-20,95.0,18003.8,140.7,365.9505263157895,20.3,17.0
658.0,2002-08-21,80.0,7955.5,100.8,346.61625,20.7,17.0
659.0,2002-08-22,178.0,32663.9,266.8,364.12808988764044,20.5,19.0
660.0,2002-08-23,124.0,19762.2,197.8,354.7725806451613,16.2,25.0
661.0,2002-08-24,217.0,36659.5,294.6,366.3695852534562,17.3,21.0
662.0,2002-08-25,99.0,20405.6,168.4,361.2595959595959,15.4,18.0
663.0,2002-08-26,227.0,61629.3,341.8,364.69383259911893,16.2,19.0
664.0,2002-08-27,461.0,143498.4,876.1,365.74403470715833,17.7,22.0
665.0,2002-08-28,195.0,29472.7,267.8,357.3261538461539,18.6,22.0
666.0,2002-08-29,229.0,40831.1,337.1,364.1720524017467,19.7,22.0
667.0,2002-08-30,483.0,154222.3,877.0,366.9012422360248,22.9,23.0
668.0,2002-08-31,334.0,83714.9,550.4,366.3868263473054,21.8,24.0
669.0,2002-09-01,256.0,56047.5,441.4,359.621875,18.9,29.0
670.0,2002-09-02,269.0,60058.6,488.5,356.5847583643123,21.1,24.0
671.0,2002-09-03,137.0,32023.2,202.2,372.35839416058394,22.7,26.0
672.0,2002-09-04,94.0,12376.7,131.3,354.0159574468085,27.7,27.0
673.0,2002-09-05,114.0,26349.6,192.7,360.20000000000005,25.3,27.0
674.0,2002-09-06,208.0,32249.9,307.3,353.26826923076925,20.7,27.0
675.0,2002-09-07,199.0,34151.4,285.6,367.4221105527638,26.0,29.0
676.0,2002-09-08,135.0,19847.6,222.4,351.12444444444446,23.1,27.0
677.0,2002-09-09,118.0,17582.8,168.4,357.7720338983051,25.3,28.0
678.0,2002-09-10,77.0,13138.6,110.2,357.45714285714286,18.5,28.0
679.0,2002-09-11,158.0,23092.9,236.0,352.4696202531645,17.6,23.0
680.0,2002-09-12,193.0,36485.0,255.2,367.4409326424871,20.4,22.0
681.0,2002-09-13,31.0,3397.3,43.5,349.51290322580644,21.9,22.0
682.0,2002-09-14,99.0,24193.9,226.9,346.95353535353536,20.9,24.0
683.0,2002-09-15,339.0,84038.6,591.5,360.2902654867257,21.8,24.0
684.0,2002-09-16,149.0,17394.5,208.4,352.3489932885906,26.8,24.0
685.0,2002-09-17,117.0,18676.2,170.5,361.0196581196581,19.5,27.0
686.0,2002-09-18,129.0,20680.2,194.3,358.80155038759693,20.4,22.0
687.0,2002-09-19,150.0,23684.6,227.4,355.7286666666667,21.6,29.0
688.0,2002-09-20,284.0,48336.9,454.1,356.1267605633803,20.2,25.0
689.0,2002-09-21,182.0,31651.7,291.7,359.8725274725275,27.4,26.0
690.0,2002-09-22,413.0,85399.8,684.8,356.2530266343826,23.9,28.0
691.0,2002-09-23,479.0,119266.4,798.3,361.74759916492695,20.9,27.0
692.0,2002-09-24,736.0,218202.1,1214.8,364.21589673913047,25.9,29.0
693.0,2002-09-25,510.0,114487.3,933.3,355.11058823529413,30.5,29.0
694.0,2002-09-26,452.0,135394.8,681.3,372.508185840708,25.5,31.0
695.0,2002-09-27,377.0,63441.4,567.8,352.1965517241379,23.0,28.0
696.0,2002-09-28,166.0,20470.2,254.1,349.5,26.0,28.0
697.0,2002-09-29,327.0,48983.3,487.4,352.45626911314986,18.6,26.0
698.0,2002-09-30,523.0,106290.5,818.7,360.41491395793497,20.2,23.0
699.0,2002-10-01,757.0,175536.7,1306.7,358.2768824306473,21.9,24.0
700.0,2002-10-02,859.0,212419.8,1360.4,362.9813736903376,25.3,24.0
701.0,2002-10-03,642.0,171837.6,1217.7,360.9185358255452,28.9,25.0
702.0,2002-10-04,517.0,117147.0,848.0,358.1870406189555,27.8,25.0
703.0,2002-10-05,460.0,132155.7,876.7,362.5263043478261,22.9,26.0
704.0,2002-10-06,866.0,236666.3,1450.6,364.0862586605081,26.0,26.0
705.0,2002-10-07,625.0,123093.1,934.9,367.3936,27.4,27.0
706.0,2002-10-08,739.0,119686.9,997.6,360.7769959404601,34.0,26.0
707.0,2002-10-09,740.0,146949.8,1191.8,362.3635135135135,19.7,29.0
708.0,2002-10-10,492.0,95361.7,764.5,364.94471544715446,17.8,26.0
709.0,2002-10-11,563.0,107101.4,910.7,357.1252220248668,18.1,25.0
710.0,2002-10-12,819.0,221264.4,1547.1,364.0086691086691,21.4,24.0
711.0,2002-10-13,424.0,84116.5,675.5,361.0448113207547,28.2,26.0
712.0,2002-10-14,474.0,103868.6,757.7,366.3497890295358,26.0,32.0
713.0,2002-10-15,886.0,238152.2,1412.9,362.9306997742663,26.5,32.0
714.0,2002-10-16,987.0,244760.2,1485.7,371.5017223910841,27.4,30.0
715.0,2002-10-17,991.0,272790.8,1417.5,372.5188698284561,21.5,31.0
716.0,2002-10-18,572.0,161362.7,1057.2,361.64912587412584,26.9,27.0
717.0,2002-10-19,843.0,170708.7,1198.7,366.258837485172,29.2,30.0
718.0,2002-10-20,491.0,85482.4,802.9,354.4653767820774,25.1,30.0
719.0,2002-10-21,647.0,157177.1,1119.3,366.95255023183927,20.8,28.0
720.0,2002-10-22,855.0,212762.8,1317.6,363.0486549707602,25.0,28.0
721.0,2002-10-23,1069.0,218394.8,1756.6,357.40795135640786,30.4,37.0
722.0,2002-10-24,594.0,125619.5,853.0,368.42188552188554,23.1,31.0
723.0,2002-10-25,692.0,177925.5,1110.3,361.592774566474,26.4,29.0
724.0,2002-10-26,541.0,149073.4,855.9,363.45157116451014,17.2,31.0
725.0,2002-10-27,1056.0,336582.2,1627.3,367.5470643939394,19.9,21.0
726.0,2002-10-28,735.0,187395.1,1510.9,356.3798639455782,21.6,24.0
727.0,2002-10-29,1678.0,312287.7,2602.2,355.3471990464839,21.1,25.0
728.0,2002-10-30,1082.0,254268.6,1878.4,361.48539741219963,25.8,27.0
729.0,2002-10-31,1462.0,293280.5,2262.4,362.0340629274966,25.7,29.0
730.0,2002-11-01,2479.0,602728.6,4722.2,355.9762807583703,24.5,30.0
731.0,2002-11-02,887.0,183596.8,1425.1,360.8682074408117,22.7,27.0
732.0,2002-11-03,832.0,183301.6,1403.3,362.15384615384613,26.5,27.0
733.0,2002-11-04,809.0,127736.5,1227.4,357.5223733003708,27.9,29.0
734.0,2002-11-05,906.0,181139.9,1544.9,357.73863134657836,22.6,27.0
735.0,2002-11-06,852.0,203052.1,1494.7,359.7098591549296,24.5,29.0
